popularity,release_date,title,vote_average,vote_count,release_year
9.195256,1995-02-17,Just Cause,6.0,124.0,1995.0
5.874511,1995-08-11,A Kid in King Arthur's Court,4.3,40.0,1995.0
7.797512,1995-04-21,Kiss of Death,5.7,83.0,1995.0
42.149697,1977-05-25,Star Wars,8.1,6778.0,1977.0
9.774994,1994-12-21,Little Women,7.0,222.0,1994.0
7.731725,1995-05-10,A Little Princess,7.4,207.0,1995.0
0.84508,1994-02-18,Ladybird Ladybird,7.4,14.0,1994.0
1.948315,1994-02-16,L'Enfer,6.6,22.0,1994.0
4.126083,1992-04-16,Like Water for Chocolate,6.6,70.0,1992.0
12.199047,1994-12-16,Legends of the Fall,7.2,636.0,1994.0
9.253362,1995-03-24,Major Payne,6.1,164.0,1995.0
1.861292,1994-10-27,Little Odessa,6.4,31.0,1994.0
1.788829,1994-06-08,Mi Vida Loca,5.7,9.0,1994.0
3.290192,1994-10-21,Love Affair,4.3,11.0,1994.0
7.698526,1995-03-17,Losing Isaiah,6.4,28.0,1995.0
4.81307,1994-12-28,The Madness of King George,6.7,67.0,1994.0
14.287753,1994-11-04,Mary Shelley's Frankenstein,6.1,272.0,1994.0
2.558118,1995-03-03,Man of the House,5.1,40.0,1995.0
2.899608,1994-12-21,Mixed Nuts,5.2,37.0,1994.0
3.770115,1994-08-31,Milk Money,5.6,49.0,1994.0
5.831622,1994-11-18,Miracle on 34th Street,6.4,199.0,1994.0
1.137266,1995-01-27,Miami Rhapsody,5.6,7.0,1995.0
3.121288,1995-05-03,My Family,7.0,11.0,1995.0
9.518564,1995-01-20,Murder in the First,6.9,140.0,1995.0
2.891269,1994-12-23,Nobody's Fool,7.0,56.0,1994.0
5.930957,1994-12-23,Nell,6.1,128.0,1994.0
0.629955,1995-04-19,New Jersey Drive,6.9,7.0,1995.0
0.004537,1993-08-14,New York Cop,0.0,0.0,1993.0
0.426952,1994-04-22,Beyond Bedlam,4.0,4.0,1994.0
1.466491,1995-09-26,Nemesis 2 - Nebula,4.6,10.0,1995.0
0.769522,1995-03-03,Nina Takes a Lover,7.4,4.0,1995.0
11.226856,1994-08-25,Natural Born Killers,6.9,927.0,1994.0
4.936761,1994-09-17,Only You,6.4,92.0,1994.0
4.025276,1994-09-02,Once Were Warriors,7.6,106.0,1994.0
6.448039,1996-01-16,Poison Ivy II: Lily,4.6,32.0,1996.0
13.676444,1995-03-10,Outbreak,6.4,522.0,1995.0
20.477329,1994-09-14,Leon: The Professional,8.2,4293.0,1994.0
1.433544,1995-05-12,The Perez Family,6.6,9.0,1995.0
0.463307,1995-04-28,A Pyromaniac's Love Story,7.0,2.0,1995.0
140.950236,1994-09-10,Pulp Fiction,8.3,8670.0,1994.0
7.160149,1995-11-10,Panther,6.4,6.0,1995.0
1.638622,1992-02-01,Pushing Hands,6.1,9.0,1992.0
1.881932,1994-01-01,Priest,6.4,32.0,1994.0
7.772505,1994-09-16,Quiz Show,7.1,262.0,1994.0
1.296912,1995-05-05,Picture Bride,7.4,5.0,1995.0
4.405405,1994-05-13,Queen Margot,7.0,67.0,1994.0
7.54701,1995-02-09,The Quick and the Dead,6.2,431.0,1995.0
3.395867,1995-03-01,Roommates,6.4,7.0,1995.0
6.259433,1994-12-23,Prêt-à-Porter,5.3,33.0,1994.0
7.832755,1994-05-27,Three Colors: Red,7.8,246.0,1994.0
8.843517,1993-01-10,Three Colors: Blue,7.7,311.0,1993.0
6.5898,1994-01-26,Three Colors: White,7.3,218.0,1994.0
0.078257,1994-10-14,"Red Firecracker, Green Firecracker",7.0,2.0,1994.0
1.155255,1995-01-01,Rent-a-Kid,5.1,15.0,1995.0
0.499601,1995-10-03,Relative Fear,4.7,3.0,1995.0
1.390885,1995-04-12,Stuart Saves His Family,5.0,6.0,1995.0
8.910462,1994-11-18,The Swan Princess,6.5,251.0,1994.0
1.750481,1994-01-01,The Secret of Roan Inish,6.1,15.0,1994.0
10.388183,1994-10-07,The Specialist,5.5,317.0,1994.0
13.328924,1994-10-27,Stargate,6.8,942.0,1994.0
9.665424,1994-11-10,The Santa Clause,6.3,501.0,1994.0
51.645403,1994-09-23,The Shawshank Redemption,8.5,8358.0,1994.0
8.223026,1994-12-22,Shallow Grave,7.0,247.0,1994.0
1.298224,1993-09-14,Suture,6.0,7.0,1993.0
1.777197,1993-01-01,Strawberry and Chocolate,7.1,16.0,1993.0
5.869261,1994-09-10,Swimming with Sharks,6.7,104.0,1994.0
1.407427,1994-07-12,The Sum of Us,6.0,21.0,1994.0
5.05806,1995-09-08,Senior Trip,5.7,23.0,1995.0
5.260627,1994-06-30,To Live,7.7,62.0,1994.0
7.602087,1995-03-31,Tank Girl,5.5,140.0,1995.0
9.455342,1995-01-13,Tales from the Crypt: Demon Knight,6.7,96.0,1995.0
8.105708,1994-11-17,Star Trek: Generations,6.4,461.0,1994.0
2.86007,1995-05-24,Tales from the Hood,5.4,33.0,1995.0
0.704204,1994-04-15,Tom & Viv,5.8,8.0,1994.0
6.529879,1995-04-28,Village of the Damned,5.6,165.0,1995.0
11.971318,1995-03-31,Tommy Boy,6.8,321.0,1995.0
7.039846,1994-09-13,Vanya on 42nd Street,6.1,15.0,1994.0
2.059771,1995-04-28,The Underneath,5.6,15.0,1995.0
0.620873,1995-02-24,The Walking Dead,6.6,4.0,1995.0
10.3919,1993-12-17,What's Eating Gilbert Grape,7.5,943.0,1993.0
5.188399,1995-08-04,Virtuosity,5.4,163.0,1995.0
15.783615,1995-04-21,While You Were Sleeping,6.5,340.0,1995.0
3.908596,1994-11-04,The War,6.3,39.0,1994.0
0.372239,1994-09-07,Double Happiness,5.5,2.0,1994.0
5.254847,1994-09-29,Muriel's Wedding,6.9,104.0,1994.0
2.15805,1995-08-18,The Baby-Sitters Club,5.3,23.0,1995.0
11.247957,1994-02-04,Ace Ventura: Pet Detective,6.4,1684.0,1994.0
8.328596,1994-05-31,"The Adventures of Priscilla, Queen of the Desert",7.2,174.0,1994.0
2.487951,1994-04-01,Backbeat,6.2,37.0,1994.0
11.298195,1992-09-02,Bitter Moon,7.0,115.0,1992.0
5.72288,1994-10-14,Bullets Over Broadway,7.0,130.0,1994.0
7.513245,1994-08-03,Clear and Present Danger,6.4,390.0,1994.0
15.263829,1994-07-20,The Client,6.4,287.0,1994.0
6.924689,1994-08-12,"Corrina, Corrina",6.4,83.0,1994.0
2.533022,1994-05-13,Crooklyn,6.7,31.0,1994.0
15.799336,1994-05-11,The Crow,7.3,980.0,1994.0
2.583363,1994-12-02,Cobb,6.1,29.0,1994.0
15.019586,1994-05-26,The Flintstones,5.0,559.0,1994.0
48.307194,1994-07-06,Forrest Gump,8.2,8147.0,1994.0
8.990345,1994-03-09,Four Weddings and a Funeral,6.6,654.0,1994.0
7.817811,1995-01-11,Higher Learning,6.4,49.0,1995.0
0.289295,1994-10-14,I Like It Like That,6.3,4.0,1994.0
3.570874,1994-06-29,I Love Trouble,5.3,41.0,1994.0
11.272073,1994-07-29,It Could Happen to You,6.1,154.0,1994.0
10.714235,1994-12-23,The Jungle Book,5.9,107.0,1994.0
0.568884,1993-09-11,"The Wonderful, Horrible Life of Leni Riefenstahl",7.3,5.0,1993.0
21.605761,1994-06-23,The Lion King,8.0,5520.0,1994.0
5.681522,1993-12-01,Little Buddha,6.0,76.0,1993.0
9.860522,1994-10-13,New Nightmare,6.4,297.0,1994.0
14.13488,1994-07-29,The Mask,6.6,2550.0,1994.0
15.050326,1994-05-20,Maverick,6.6,490.0,1994.0
4.739054,1994-09-07,Mrs. Parker and the Vicious Circle,6.3,20.0,1994.0
10.587232,1994-03-18,The Naked Gun 33⅓: The Final Insult,6.4,535.0,1994.0
4.006063,1994-03-18,The Paper,6.1,40.0,1994.0
6.514592,1994-02-18,Reality Bites,6.5,180.0,1994.0
5.137903,1993-07-08,Red Rock West,6.4,71.0,1993.0
6.595255,1994-12-19,Ri¢hie Ri¢h,5.4,426.0,1994.0
4.931565,1994-12-01,Safe Passage,4.9,7.0,1994.0
10.511241,1994-09-30,The River Wild,6.1,214.0,1994.0
10.859292,1994-06-09,Speed,6.8,1814.0,1994.0
2.334226,1994-12-16,Speechless,5.5,24.0,1994.0
8.907074,1994-09-15,Timecop,5.5,288.0,1994.0
11.396099,1994-07-14,True Lies,6.8,1138.0,1994.0
4.322544,1994-04-29,When a Man Loves a Woman,6.0,71.0,1994.0
14.063845,1994-06-17,Wolf,6.0,221.0,1994.0
9.277147,1994-06-24,Wyatt Earp,6.5,203.0,1994.0
0.912415,1995-01-20,Bad Company,4.9,12.0,1995.0
0.406113,1994-12-22,A Man of No Importance,6.5,2.0,1994.0
2.504529,1994-09-15,S.F.W.,6.1,22.0,1994.0
3.021526,1994-11-23,A Low Down Dirty Shame,6.0,31.0,1994.0
0.054148,1994-09-30,"Boys Life: Three Stories of Love, Lust, and Liberation",2.0,1.0,1994.0
0.934312,1994-01-01,Colonel Chabert,5.9,9.0,1994.0
4.220541,1965-08-06,"Faster, Pussycat! Kill! Kill!",6.5,59.0,1965.0
0.912909,1994-09-28,Jason's Lyric,5.9,9.0,1994.0
0.381704,1993-12-10,The Secret Adventures of Tom Thumb,7.1,8.0,1993.0
13.58449,1994-12-22,Street Fighter,4.1,330.0,1994.0
2.342756,1995-09-15,Coldblooded,6.7,13.0,1995.0
0.251223,1997-12-31,Desert Winds,0.0,0.0,1997.0
1.108494,1995-05-13,Fall Time,6.3,6.0,1995.0
0.268043,1995-01-20,The Fear,3.4,7.0,1995.0
0.142357,1995-10-20,Frank and Ollie,7.5,4.0,1995.0
0.405392,1995-10-24,Girl in the Cadillac,10.0,1.0,1995.0
0.014925,1995-05-03,Homage,0.0,0.0,1995.0
0.302957,1995-11-21,Mirage,4.0,1.0,1995.0
0.012456,1996-05-03,Open Season,0.0,0.0,1996.0
0.233376,1995-05-26,Dos Crímenes,5.0,1.0,1995.0
0.0368,1995-03-01,Brother Minister: The Assassination of Malcolm X,4.0,1.0,1995.0
6.866634,1994-11-29,Highlander: The Final Dimension,4.5,110.0,1994.0
0.100685,1995-02-24,Federal Hill,5.0,2.0,1995.0
8.497643,1994-12-12,In the Mouth of Madness,7.1,307.0,1994.0
1.888534,1994-02-25,8 Seconds,7.2,22.0,1994.0
4.38154,1994-03-23,Above the Rim,6.7,40.0,1994.0
17.555909,1993-11-19,Addams Family Values,6.5,537.0,1993.0
0.394194,1994-04-27,Martin Lawrence: You So Crazy,4.5,4.0,1994.0
8.013617,1993-09-17,The Age of Innocence,7.0,172.0,1993.0
7.09232,1994-08-05,Airheads,5.8,222.0,1994.0
1.896273,1994-01-07,The Air Up There,5.1,42.0,1994.0
12.967239,1993-07-22,Another Stakeout,4.9,58.0,1993.0
14.644772,1994-04-22,Bad Girls,4.6,61.0,1994.0
1.632711,1994-07-29,Barcelona,6.6,20.0,1994.0
2.783872,1994-05-06,Being Human,5.0,15.0,1994.0
5.673735,1993-10-15,The Beverly Hillbillies,5.0,86.0,1993.0
